Address,Latitude,Longitude,Category,Name,Area,pred_residents
Plantage Muidergracht 63-3,52.3657845,4.9104359,house,,55,2.0
Plantage Muidergracht 63 H,52.3657847,4.910436,house,,243,5.0
Plantage Muidergracht 65-3,52.3657578,4.9105096,house,,57,2.0
Plantage Muidergracht 65 H,52.365758,4.9105097,house,,111,4.0
Plantage Muidergracht 67-3,52.365749,4.9105684,house,,54,2.0
Plantage Muidergracht 67 H,52.3657491,4.9105686,house,,177,4.0
Plantage Muidergracht 69-1,52.3657134,4.9106422,house,,35,1.0
Plantage Muidergracht 69-2,52.3657134,4.9106424,house,,35,1.0
Plantage Muidergracht 69 H,52.3657133,4.9106428,public_place,,,
Plantage Muidergracht 71-1,52.36566,4.9107749,house,,35,1.0
Plantage Muidergracht 71-2,52.3656601,4.9107747,house,,35,1.0
Plantage Muidergracht 71-3,52.3656602,4.9107746,house,,35,1.0
Plantage Kerklaan 1-1,52.3657052,4.9108478,house,,67,2.0
Plantage Kerklaan 1-2,52.3657053,4.9108476,house,,67,2.0
Plantage Kerklaan 1-3,52.3657053,4.9108474,house,,71,2.0
Plantage Kerklaan 1 H,52.3657054,4.9108472,house,,61,2.0
Plantage Kerklaan 3-2,52.3657594,4.910906,house,,162,4.0
Plantage Kerklaan 3 H,52.3657595,4.9109058,house,,136,4.0
Plantage Kerklaan 5-1,52.3658135,4.9109495,house,,76,2.0
Plantage Kerklaan 5-2,52.3658136,4.9109493,house,,76,2.0
Plantage Kerklaan 5-3,52.3658136,4.9109491,house,,93,2.0
Plantage Kerklaan 5 H,52.3658137,4.9109489,house,,57,2.0
Plantage Kerklaan 7-1,52.3658676,4.9109929,house,,76,2.0
Plantage Kerklaan 7-2,52.3658677,4.9109927,house,,76,2.0
Plantage Kerklaan 7-3,52.3658678,4.9109925,house,,93,2.0
Plantage Kerklaan 7 H,52.3658678,4.9109924,house,,74,2.0
Plantage Kerklaan 9-3,52.3659128,4.9110512,house,,114,4.0
Plantage Kerklaan 9 H,52.3659129,4.911051,house,,209,5.0
Plantage Kerklaan 13-2,52.366021,4.9111528,house,,59,2.0
Plantage Kerklaan 13-3,52.3660211,4.9111526,house,,60,2.0
Plantage Kerklaan 13 H,52.3660212,4.9111524,house,,110,3.0
Plantage Kerklaan 11 A,52.3659758,4.9110945,house,,115,4.0
Plantage Kerklaan 11 B,52.3659758,4.9110943,house,,155,4.0
Plantage Kerklaan 15-2,52.3660751,4.9111962,house,,55,2.0
Plantage Kerklaan 15-3,52.3660752,4.911196,house,,46,1.0
Plantage Kerklaan 15 H,52.3660753,4.9111958,house,,146,4.0
Plantage Kerklaan 17-2,52.3661293,4.9112544,house,,139,4.0
Plantage Kerklaan 17 H,52.3661293,4.9112542,house,,110,3.0
Plantage Kerklaan 19,52.3661715,4.9112673,hostel,The Bee Hostel,,
Plantage Kerklaan 21 A,52.3662016,4.9113564,shop,,,
Plantage Kerklaan 21 B,52.3662017,4.9113562,house,,39,1.0
Plantage Kerklaan 21 C,52.3662018,4.911356,house,,64,2.0
Plantage Kerklaan 23-2,52.3662736,4.911385,house,,120,4.0
Plantage Kerklaan 23 H,52.3662737,4.9113848,house,,123,4.0
Plantage Middenlaan 28 H,52.3663636,4.9114426,shop,,,
Plantage Middenlaan 28 A,52.3663961,4.9113955,house,,84,2.0
Plantage Middenlaan 28 B,52.3663856,4.9113855,house,,66,2.0
Plantage Middenlaan 28 C,52.3663719,4.9113744,house,,70,2.0
Plantage Middenlaan 26,52.3664021,4.9112827,hotel,Hotel Park Plantage,,
Plantage Middenlaan 22 A,52.3665237,4.9109859,public_place,,,
Plantage Middenlaan 22 B,52.3665236,4.9109857,house,,116,4.0
Plantage Middenlaan 22 C,52.3665235,4.9109855,house,,184,5.0
Plantage Middenlaan 24,52.3664388,4.911154,memorial,Hollandsche Schouwburg,,
Plantage Middenlaan 20 A,52.366577,4.9108385,house,,249,5.0
Plantage Middenlaan 20 B,52.3665503,4.9108975,house,,209,5.0
Plantage Middenlaan 20-1,52.3666125,4.9107206,house,,150,4.0
Plantage Middenlaan 20-2,52.3666124,4.9107205,house,,132,4.0
Plantage Middenlaan 20-3,52.3666122,4.9107203,house,,116,4.0
Plantage Middenlaan 20 H,52.3666121,4.9107202,house,,283,6.0
Plantage Middenlaan 18-1,52.3666568,4.9105733,house,,146,4.0
Plantage Middenlaan 18 H,52.3666566,4.9105732,house,,225,5.0
Plantage Middenlaan 16,52.3667013,4.9104701,house,,1,0.0
Plantage Middenlaan 14,52.36657675,4.910203595,office,,,
Plantage Middenlaan 12 A,52.3668079,4.9101459,office,,,
Plantage Middenlaan 12 B,52.3667988,4.9101313,house,,258,6.0
Plantage Middenlaan 10 A,52.3668434,4.9100428,house,,107,3.0
Plantage Middenlaan 10 B,52.3668433,4.9100427,house,,119,4.0
Plantage Middenlaan 10 C,52.3668431,4.9100425,house,,240,5.0
Plantage Middenlaan 8 A,52.3669054,4.9098072,house,,105,3.0
Plantage Middenlaan 8 B,52.3669234,4.9098217,house,,160,4.0
Plantage Middenlaan 8 C,52.3668874,4.9097927,house,,160,4.0
Plantage Middenlaan 8 D,52.3668784,4.9097928,house,,160,4.0
Plantage Middenlaan 8 E,52.3668789,4.9099249,house,,448,6.0
Plantage Middenlaan 4 A,52.3669679,4.9097184,public_place,,,
Plantage Middenlaan 4 H,52.3669589,4.9097038,house,,127,4.0
Plantage Muidergracht 35 D,52.3663105,4.9100634,hotel,,,
Plantage Muidergracht 35 E,52.3662987,4.9101008,hotel,,,
Plantage Muidergracht 35 F,52.3662836,4.9101454,hotel,,,
Plantage Muidergracht 35 G,52.3662697,4.9101873,hotel,,,
Plantage Muidergracht 35 K,52.3662573,4.9102239,hotel,,,
Plantage Muidergracht 35 A,52.3663045,4.9101367,hotel,,,
Plantage Muidergracht 35 B,52.3662212,4.9100394,hotel,,,
Plantage Muidergracht 35 C,52.3662419,4.910057,hotel,,,
Plantage Muidergracht 35 L,52.3661827,4.9101663,hotel,,,
Plantage Muidergracht 35 M,52.3661527,4.910137,hotel,,,
Plantage Muidergracht 35 N,52.3661192,4.910102,hotel,,,
Plantage Muidergracht 39,52.3661622,4.9105052,house,,161,4.0
Plantage Muidergracht 41,52.3661443,4.9105201,house,,85,2.0
Plantage Muidergracht 43,52.3661265,4.9105644,house,,105,3.0
Plantage Muidergracht 4 A,52.365871,4.9096128,house,,223,5.0
Plantage Muidergracht 4 B,52.3658711,4.9096274,house,,305,6.0
Plantage Muidergracht 4 C,52.3658711,4.9096421,house,,207,5.0
Plantage Muidergracht 4 D,52.3658621,4.9096423,house,,197,5.0
Plantage Muidergracht 4 E,52.3658711,4.9096275,house,,330,6.0
Plantage Muidergracht 4 F,52.3658621,4.9096276,house,,471,6.0
Plantage Muidergracht 6 A,52.3657111,4.9100843,house,,,
Plantage Muidergracht 6 B,52.3656933,4.9101285,house,,247,5.0
Plantage Muidergracht 6 C,52.3656755,4.9101728,house,,344,6.0
Plantage Muidergracht 6 D,52.3656577,4.9102023,house,,146,4.0
Plantage Muidergracht 6 E,52.3656579,4.9102464,house,,239,5.0
Plantage Muidergracht 6 F,52.36564,4.9102759,house,,290,6.0
Plantage Muidergracht 6 G,52.3656131,4.9102909,house,,98,3.0
Plantage Muidergracht 6 H,52.3656313,4.9103494,house,,168,4.0
Plantage Muidergracht 6 K,52.3656044,4.9103644,house,,124,4.0
Plantage Muidergracht 12,52.3651602,4.9116465,college,UvA REC M,,
Plantage Muidergracht 14,52.3646719,4.9131493,office,,,
Plantage Muidergracht 20 A1,52.3643521,4.9140923,house,,33,1.0
Plantage Muidergracht 20 A2,52.364352,4.9140921,house,,33,1.0
Plantage Muidergracht 20 A3,52.3643519,4.9140919,house,,33,1.0
Plantage Muidergracht 20 A4,52.3643518,4.9140918,house,,33,1.0
Plantage Muidergracht 20 B1,52.3643517,4.9140916,house,,38,1.0
Plantage Muidergracht 20 B2,52.3643516,4.9140914,house,,38,1.0
Plantage Muidergracht 20 B3,52.3643516,4.9140912,house,,38,1.0
Plantage Muidergracht 20 B4,52.3643515,4.9140911,house,,38,1.0
Plantage Muidergracht 20 B5,52.3643514,4.9140909,house,,38,1.0
Plantage Muidergracht 20 B6,52.3643513,4.9140907,house,,1,0.0
Plantage Muidergracht 20 B7,52.3643512,4.9140905,house,,1,0.0
Plantage Muidergracht 20 C1,52.3643511,4.9140903,house,,41,1.0
Plantage Muidergracht 20 C2,52.364351,4.9140902,house,,41,1.0
Plantage Muidergracht 20 C3,52.3643509,4.91409,house,,41,1.0
Plantage Muidergracht 20 C4,52.3643508,4.9140898,house,,41,1.0
Plantage Muidergracht 20 C5,52.3643507,4.9140896,house,,41,1.0
Plantage Muidergracht 20 C6,52.3643507,4.9140894,house,,41,1.0
Plantage Muidergracht 20 D1,52.3643506,4.9140893,house,,33,1.0
Plantage Muidergracht 20 D2,52.3643505,4.9140891,house,,33,1.0
Plantage Muidergracht 20 D3,52.3643504,4.9140889,house,,33,1.0
Plantage Muidergracht 20 D4,52.3643503,4.9140887,house,,33,1.0
Plantage Muidergracht 20 E1,52.3643502,4.9140886,house,,35,1.0
Plantage Muidergracht 20 E2,52.3643501,4.9140884,house,,35,1.0
Plantage Muidergracht 20 E3,52.36435,4.9140882,house,,35,1.0
Plantage Muidergracht 20 E4,52.3643499,4.914088,house,,35,1.0
Plantage Muidergracht 20 E5,52.3643498,4.9140878,house,,35,1.0
Plantage Muidergracht 20 E6,52.3643497,4.9140877,house,,35,1.0
Plantage Muidergracht 20 E7,52.3643497,4.9140875,house,,35,1.0
Plantage Muidergracht 20 E8,52.3643496,4.9140873,house,,157,4.0
Plantage Muidergracht 20 F1,52.3643495,4.9140871,house,,42,1.0
Plantage Muidergracht 20 F2,52.3643494,4.9140869,house,,42,1.0
Plantage Muidergracht 20 F3,52.3643493,4.9140868,house,,42,1.0
Plantage Muidergracht 20 F4,52.3643492,4.9140866,house,,42,1.0
Plantage Muidergracht 20 F5,52.3643491,4.9140864,house,,42,1.0
Plantage Muidergracht 20 F6,52.364349,4.9140862,house,,42,1.0
Plantage Muidergracht 20 G1,52.3643253,4.914122,house,,36,1.0
Plantage Muidergracht 20 G2,52.3643253,4.9141218,house,,36,1.0
Plantage Muidergracht 20 G3,52.3643253,4.9141216,house,,36,1.0
Plantage Muidergracht 20 G4,52.3643253,4.9141214,house,,36,1.0
Plantage Muidergracht 20 G5,52.3643252,4.9141212,house,,36,1.0
Plantage Muidergracht 20 G6,52.3643252,4.914121,house,,36,1.0
Plantage Muidergracht 20 G7,52.3643252,4.9141208,house,,1,0.0
Plantage Muidergracht 20 G8,52.3643252,4.9141206,house,,157,4.0
Plantage Muidergracht 20 H1,52.3643164,4.9141514,house,,43,1.0
Plantage Muidergracht 20 H2,52.3643164,4.9141512,house,,43,1.0
Plantage Muidergracht 20 H3,52.3643164,4.914151,house,,43,1.0
Plantage Muidergracht 20 H4,52.3643164,4.9141508,house,,43,1.0
Plantage Muidergracht 20 H5,52.3643164,4.9141506,house,,43,1.0
Plantage Muidergracht 20 H6,52.3643164,4.9141504,house,,43,1.0
Plantage Muidergracht 20 H7,52.3643164,4.9141502,house,,43,1.0
Plantage Muidergracht 22,52.36405,4.9149618,college,UvA REC P,,
Plantage Muidergracht 110,52.3638635,4.9155363,house,,78,2.0
Plantage Muidergracht 112,52.3638633,4.9155362,house,,80,2.0
Plantage Muidergracht 114,52.3638631,4.9155362,house,,75,2.0
Plantage Muidergracht 116,52.3638629,4.9155361,house,,70,2.0
Plantage Muidergracht 118,52.3638627,4.9155361,house,,70,2.0
Plantage Muidergracht 120,52.3638625,4.915536,house,,75,2.0
Plantage Muidergracht 122,52.3638623,4.915536,house,,75,2.0
Plantage Muidergracht 124,52.3638636,4.915551,house,,70,2.0
Plantage Muidergracht 126,52.3638622,4.9155359,house,,68,2.0
Plantage Muidergracht 128,52.363862,4.9155359,house,,75,2.0
Plantage Muidergracht 130,52.3637731,4.9154052,house,,76,2.0
Plantage Muidergracht 132,52.3637676,4.9154212,house,,65,2.0
Plantage Muidergracht 134,52.3638618,4.9155358,house,,68,2.0
Plantage Muidergracht 136,52.3638634,4.9155509,house,,77,2.0
Plantage Muidergracht 138,52.3638616,4.9155358,house,,77,2.0
Plantage Muidergracht 140,52.3638614,4.9155357,house,,68,2.0
Plantage Muidergracht 142,52.3638632,4.9155508,house,,62,2.0
Plantage Muidergracht 144,52.3638612,4.9155356,house,,75,2.0
Plantage Muidergracht 146,52.363861,4.9155356,house,,75,2.0
Plantage Muidergracht 148,52.3638631,4.9155507,house,,68,2.0
Plantage Muidergracht 150,52.3638608,4.9155355,house,,68,2.0
Plantage Muidergracht 152,52.3638606,4.9155355,house,,75,2.0
Plantage Muidergracht 154,52.3636947,4.9160226,house,,78,2.0
Plantage Muidergracht 156,52.3636946,4.9160224,house,,71,2.0
Plantage Muidergracht 158,52.3636944,4.9160223,house,,75,2.0
Plantage Muidergracht 160,52.3636943,4.9160221,house,,68,2.0
Plantage Muidergracht 162,52.3636942,4.916022,house,,68,2.0
Plantage Muidergracht 164,52.3636941,4.9160218,house,,75,2.0
Plantage Muidergracht 166,52.3636939,4.9160217,house,,75,2.0
Plantage Muidergracht 168,52.3636938,4.9160215,house,,68,2.0
Plantage Muidergracht 170,52.3637036,4.9160078,house,,70,2.0
Plantage Muidergracht 172,52.3636937,4.9160214,house,,75,2.0
Plantage Muidergracht 174,52.3636936,4.9160212,house,,75,2.0
Plantage Muidergracht 176,52.3636948,4.9160373,house,,68,2.0
Plantage Muidergracht 178,52.3636934,4.916021,house,,68,2.0
Plantage Muidergracht 180,52.3636933,4.9160209,house,,75,2.0
Plantage Muidergracht 182,52.3637037,4.9160225,house,,75,2.0
Plantage Muidergracht 184,52.3636932,4.9160207,house,,68,2.0
Plantage Muidergracht 186,52.3636931,4.9160206,house,,68,2.0
Plantage Muidergracht 188,52.3636929,4.9160204,house,,75,2.0
Plantage Muidergracht 190,52.3637036,4.9160224,house,,75,2.0
Plantage Muidergracht 192,52.3636928,4.9160203,house,,68,2.0
Plantage Muidergracht 194,52.3637034,4.9160222,house,,68,2.0
Plantage Muidergracht 196,52.3636927,4.9160201,house,,75,2.0
Plantage Middenlaan 30-1,52.3662219,4.9118571,house,,64,2.0
Plantage Middenlaan 30-2,52.3662276,4.911863,house,,64,2.0
Plantage Middenlaan 30-3,52.3662336,4.91187,house,,64,2.0
Plantage Middenlaan 30 H,52.3662132,4.9118521,public_place,,,
Plantage Kerklaan 34-1,52.3661314,4.9117829,house,,52,2.0
Plantage Kerklaan 34-2,52.3661313,4.911783,house,,52,2.0
Plantage Kerklaan 34-3,52.3661311,4.9117832,house,,52,2.0
Plantage Kerklaan 34 H,52.366131,4.9117833,house,,1,0.0
Plantage Kerklaan 32-1,52.3660952,4.9117246,house,,46,1.0
Plantage Kerklaan 32-2,52.3660951,4.9117248,house,,46,1.0
Plantage Kerklaan 32-3,52.3660951,4.911725,house,,46,1.0
Plantage Kerklaan 32 H,52.366095,4.9117252,public_place,,,
Plantage Kerklaan 30-1,52.3660518,4.9116984,house,,46,1.0
Plantage Kerklaan 30-2,52.3660484,4.911729,house,,46,1.0
Plantage Kerklaan 30-3,52.3660369,4.9117236,house,,46,1.0
Plantage Kerklaan 30 H,52.3660361,4.9117571,house,,,
Plantage Kerklaan 28-1,52.3660231,4.9116666,house,,46,1.0
Plantage Kerklaan 28-2,52.366023,4.9116668,house,,46,1.0
Plantage Kerklaan 28-3,52.3660228,4.9116669,house,,46,1.0
Plantage Kerklaan 28 H,52.3660227,4.9116671,public_place,,,
Plantage Kerklaan 26-1,52.365978,4.9116231,house,,46,1.0
Plantage Kerklaan 26-2,52.3659779,4.9116233,house,,46,1.0
Plantage Kerklaan 26-3,52.3659778,4.9116234,house,,46,1.0
Plantage Kerklaan 26 H,52.3659777,4.9116236,public_place,,,
Plantage Kerklaan 24-1,52.3659329,4.9115796,house,,46,1.0
Plantage Kerklaan 24-2,52.3659329,4.9115797,house,,46,1.0
Plantage Kerklaan 24-3,52.3659328,4.9115799,house,,46,1.0
Plantage Kerklaan 24 H,52.3659329,4.9115795,cafe,Sagra,,
Plantage Kerklaan 22-1,52.3659055,4.9115177,house,,45,1.0
Plantage Kerklaan 22-2,52.3658966,4.9115096,house,,60,2.0
Plantage Kerklaan 22-3,52.3658967,4.9115359,house,,120,4.0
Plantage Kerklaan 22 H,52.365902,4.9115596,house,,144,4.0
Plantage Kerklaan 20-1,52.3658517,4.911507,house,,48,1.0
Plantage Kerklaan 20-2,52.3658517,4.9115072,house,,48,1.0
Plantage Kerklaan 20-3,52.3658516,4.9115074,house,,48,1.0
Plantage Kerklaan 20 H,52.3658516,4.9115076,house,,96,3.0
Plantage Kerklaan 18-1,52.3658156,4.911478,house,,55,2.0
Plantage Kerklaan 18-2,52.3658155,4.9114782,house,,58,2.0
Plantage Kerklaan 18-3,52.3658155,4.9114784,house,,55,2.0
Plantage Kerklaan 18 H,52.3658154,4.9114786,house,,51,2.0
Plantage Kerklaan 18 O,52.3658153,4.9114787,house,,61,2.0
Plantage Kerklaan 16-1,52.3657795,4.9114343,house,,57,2.0
Plantage Kerklaan 16-2,52.3657795,4.9114345,house,,57,2.0
Plantage Kerklaan 16-3,52.3657794,4.9114347,house,,57,2.0
Plantage Kerklaan 16 H,52.3657794,4.9114349,house,,55,2.0
Plantage Kerklaan 16 O,52.3657793,4.9114351,house,,85,2.0
Plantage Kerklaan 12-1,52.3657073,4.9113617,house,,57,2.0
Plantage Kerklaan 12-2,52.3657072,4.9113619,house,,57,2.0
Plantage Kerklaan 12-3,52.3657072,4.9113621,house,,100,3.0
Plantage Kerklaan 12 H,52.3657434,4.9114054,house,,68,2.0
Plantage Kerklaan 14-1,52.3657434,4.9114054,house,,58,2.0
Plantage Kerklaan 14-2,52.3657433,4.9114056,house,,58,2.0
Plantage Kerklaan 14-3,52.3657433,4.9114058,house,,109,3.0
Plantage Kerklaan 14 H,52.3657432,4.911406,house,,68,2.0
Plantage Kerklaan 10-1,52.3656712,4.9113327,house,,48,1.0
Plantage Kerklaan 10-2,52.3656711,4.9113329,house,,48,1.0
Plantage Kerklaan 10-3,52.3656711,4.9113331,house,,48,1.0
Plantage Kerklaan 10 H,52.365671,4.9113333,house,,69,2.0
Plantage Kerklaan 10 O,52.3656709,4.9113335,public_place,,,
Plantage Kerklaan 8-1,52.3656352,4.9113037,house,,48,1.0
Plantage Kerklaan 8-2,52.3656351,4.9113039,house,,48,1.0
Plantage Kerklaan 8-3,52.3656351,4.9113041,house,,48,1.0
Plantage Kerklaan 8 H,52.365635,4.9113043,house,,46,1.0
Plantage Kerklaan 8 O,52.365635,4.9113045,house,,69,2.0
Plantage Kerklaan 6-1,52.365599,4.9112601,house,,41,1.0
Plantage Kerklaan 6-2,52.3655989,4.9112603,house,,41,1.0
Plantage Kerklaan 6-3,52.3655989,4.9112605,house,,41,1.0
Plantage Kerklaan 6 H,52.3655988,4.9112607,house,,41,1.0
Plantage Kerklaan 6 O,52.3655987,4.9112609,office,,,
Plantage Kerklaan 4-1,52.365554,4.9112459,house,,41,1.0
Plantage Kerklaan 4-2,52.365554,4.9112461,house,,41,1.0
Plantage Kerklaan 4-3,52.3655539,4.9112463,house,,41,1.0
Plantage Kerklaan 4 H,52.3655539,4.9112465,house,,41,1.0
Plantage Kerklaan 4 O,52.3655538,4.9112467,house,,42,1.0
Plantage Kerklaan 2-1,52.3655268,4.9111874,house,,60,2.0
Plantage Kerklaan 2-2,52.3655267,4.9111876,house,,60,2.0
Plantage Kerklaan 2-3,52.3655267,4.9111878,house,,60,2.0
Plantage Kerklaan 2-4,52.3652238,4.9106557,house,Plantage Kerklaan,54,2.0
Plantage Kerklaan 2 H,52.3655266,4.911188,public_place,,,
Plantage Muidergracht 73-1,52.3654647,4.911379,house,,59,2.0
Plantage Muidergracht 73-2,52.3654648,4.9113791,house,,59,2.0
Plantage Muidergracht 73-3,52.365465,4.9113793,house,,59,2.0
Plantage Muidergracht 73-4,52.3654642,4.9113809,house,,55,2.0
Plantage Muidergracht 73 H,52.3654651,4.9113794,house,,55,2.0
Plantage Muidergracht 73 O,52.3654653,4.9113796,house,,66,2.0
Plantage Muidergracht 75 A,52.3654381,4.9114674,house,,90,2.0
Plantage Muidergracht 75 B,52.3654201,4.9114676,house,,108,3.0
Plantage Muidergracht 75 C,52.3654383,4.9114675,house,,108,3.0
Plantage Muidergracht 75 D,52.3654384,4.9114677,house,,108,3.0
Plantage Muidergracht 77 A,52.3654025,4.9115558,house,,88,2.0
Plantage Muidergracht 77 B,52.3654027,4.9115559,house,,108,3.0
Plantage Muidergracht 77 C,52.3654115,4.9115557,house,,95,2.0
Plantage Muidergracht 77 D,52.3654117,4.9115558,house,,117,4.0
Plantage Muidergracht 79 A,52.3653669,4.9116443,house,,107,3.0
Plantage Muidergracht 79 B,52.3653671,4.9116444,house,,108,3.0
Plantage Muidergracht 79 C,52.3653759,4.9116442,house,,108,3.0
Plantage Muidergracht 79 D,52.365376,4.9116443,house,,108,3.0
Plantage Muidergracht 81 A,52.3653493,4.9117326,house,,108,3.0
Plantage Muidergracht 81 B,52.3653495,4.9117327,house,,88,2.0
Plantage Muidergracht 81 C,52.3653313,4.9117328,house,,93,2.0
Plantage Muidergracht 81 D,52.3653403,4.9117327,house,,108,3.0
Plantage Muidergracht 83 A,52.3653046,4.9118065,house,,125,4.0
Plantage Muidergracht 83 B,52.3653137,4.9118211,house,,108,3.0
Plantage Muidergracht 83 C,52.3653227,4.911821,house,,88,2.0
Plantage Muidergracht 83 D,52.3653228,4.9118211,house,,88,2.0
Plantage Muidergracht 87,52.3646849,4.9133953,house,Plantage Muidergracht,114,4.0
Plantage Muidergracht 89,52.3652605,4.9119978,hotel,Hotel Barbacan,,
Plantage Muidergracht 89 A,52.3652605,4.9119978,hotel,Hotel Barbacan,,
Plantage Muidergracht 89 C,52.3646849,4.9133953,house,Plantage Muidergracht,43,1.0
Plantage Muidergracht 89 D,52.3652605,4.9119978,hotel,Hotel Barbacan,,
Plantage Muidergracht 89 E,52.3652605,4.9119978,hotel,Hotel Barbacan,,
Plantage Muidergracht 89 F,52.3646849,4.9133953,house,Plantage Muidergracht,56,2.0
Plantage Muidergracht 89 G,52.3646849,4.9133953,house,Plantage Muidergracht,82,2.0
Plantage Muidergracht 91,52.3646849,4.9133953,house,Plantage Muidergracht,106,3.0
Plantage Muidergracht 85 A,52.3654493,4.9120252,house,,57,2.0
Plantage Muidergracht 85 B,52.3654494,4.9120398,house,,57,2.0
Plantage Muidergracht 85 C,52.3654584,4.9120397,house,,62,2.0
Plantage Muidergracht 85 D,52.3654543,4.9122857,house,,64,2.0
Plantage Muidergracht 85 E,52.3654746,4.9120488,house,,78,2.0
Plantage Muidergracht 85 F,52.3654709,4.9121106,house,,69,2.0
Plantage Muidergracht 85 G,52.3654445,4.9121881,house,,76,2.0
Plantage Muidergracht 85 K,52.3654112,4.9122737,house,,73,2.0
Plantage Muidergracht 85 L,52.3654166,4.9121667,house,,43,1.0
Plantage Muidergracht 93,52.365216,4.9121157,house,,229,5.0
Plantage Muidergracht 95,52.3651627,4.9122778,house,,319,6.0
Plantage Westermanlaan 1,52.365199,4.9123508,house,,163,4.0
Plantage Westermanlaan 3,52.3652351,4.9123945,house,,186,5.0
Plantage Westermanlaan 5,52.3652802,4.9124381,house,,192,5.0
Plantage Westermanlaan 7 A,52.3653254,4.9124963,house,,63,2.0
Plantage Westermanlaan 7 B,52.3653344,4.9125109,house,,27,1.0
Plantage Westermanlaan 7 C,52.3653525,4.9125254,house,,35,1.0
Plantage Westermanlaan 7 D,52.3653342,4.9124668,house,,30,1.0
Plantage Westermanlaan 7 E,52.3653523,4.9124813,house,,35,1.0
Plantage Westermanlaan 7 F,52.3653613,4.9124959,house,,27,1.0
Plantage Westermanlaan 7 G,52.3653522,4.912452,house,,28,1.0
Plantage Westermanlaan 7 H,52.3653702,4.9124665,house,,44,1.0
Plantage Westermanlaan 9,52.3653975,4.9125543,house,,204,5.0
Plantage Westermanlaan 11,52.3654336,4.9125832,house,,204,5.0
Plantage Westermanlaan 13,52.3654877,4.9126267,house,,275,6.0
Plantage Westermanlaan 15,52.3655869,4.9127284,public_place,,,
Plantage Middenlaan 46,52.3659193,4.9126808,house,,996,6.0
Plantage Middenlaan 48,52.3658502,4.912904,hotel,Lancaster Hotel Amsterdam,,
Plantage Westermanlaan 17,52.3657132,4.9128298,house,,1,0.0
Plantage Middenlaan 44 A,52.3659906,4.9125332,house,,60,2.0
Plantage Middenlaan 44 B,52.3659726,4.9125187,house,,60,2.0
Plantage Middenlaan 44 C,52.3659545,4.9125043,house,,60,2.0
Plantage Middenlaan 44 D,52.3659275,4.9124752,house,,52,2.0
Plantage Middenlaan 44 E,52.3659094,4.9124607,public_place,,,
Plantage Middenlaan 42 A,52.3660084,4.9124743,shop,,,
Plantage Middenlaan 42 B,52.3659903,4.9124598,house,,59,2.0
Plantage Middenlaan 42 C,52.3659722,4.9124307,house,,59,2.0
Plantage Middenlaan 42 D,52.3659543,4.9124308,house,,59,2.0
Plantage Middenlaan 42 E,52.3659451,4.9124016,house,,50,1.0
Plantage Middenlaan 40,52.3660362,4.9123533,hotel,Hotel de Jonker,,
Plantage Middenlaan 38,52.3660705,4.9122828,house,,227,5.0
Plantage Middenlaan 36,52.3660972,4.9122091,house,,342,6.0
Plantage Middenlaan 34,52.3661416,4.9120912,house,,,
Plantage Middenlaan 32-1,52.3661738,4.9119851,house,,105,3.0
Plantage Middenlaan 32-3,52.3661676,4.9119801,house,,108,3.0
Plantage Middenlaan 32 H,52.3661682,4.9120028,public_place,,,
Plantage Middenlaan 30 A1,52.3661881,4.9119146,house,,54,2.0
Plantage Middenlaan 30 A2,52.3661859,4.911929,house,,54,2.0
Plantage Middenlaan 30 A3,52.3661859,4.9119288,house,,54,2.0
Plantage Middenlaan 30 AH,52.3662767,4.9120374,restaurant,Plantage Middenlaan,,
Plantage Westermanlaan 2,52.3648198,4.9136293,house,,133,4.0
Plantage Westermanlaan 4,52.3648568,4.9136674,house,,142,4.0
Plantage Westermanlaan 6,52.3648967,4.9137007,house,,94,2.0
Plantage Lepellaan 7,52.3649256,4.9154129,house,,94,2.0
Plantage Westermanlaan 8,52.364938,4.9137387,house,,94,2.0
Plantage Lepellaan 8,52.364893,4.9153723,house,,137,4.0
Plantage Lepellaan 9,52.3648162,4.9152962,house,,118,4.0
Plantage Westermanlaan 10,52.3649661,4.9137625,house,,95,2.0
Plantage Lepellaan 10,52.3647159,4.9152515,house,,94,2.0
Plantage Lepellaan 11,52.364676,4.9152183,house,,95,2.0
Plantage Westermanlaan 12,52.3650356,4.9138315,house,,95,2.0
Plantage Lepellaan 12,52.3646391,4.9151898,house,,94,2.0
Plantage Lepellaan 13,52.3646065,4.9151565,house,,94,2.0
Plantage Westermanlaan 14,52.3650711,4.9138648,house,,95,2.0
Plantage Lepellaan 14,52.3645695,4.9151112,house,,95,2.0
Plantage Lepellaan 15,52.3645104,4.9150589,house,,94,2.0
Plantage Westermanlaan 16,52.3651065,4.913898,house,,94,2.0
Plantage Lepellaan 16,52.364472,4.9150304,house,,94,2.0
Plantage Lepellaan 18,52.3643848,4.9149424,house,,133,4.0
Plantage Westermanlaan 20,52.3651731,4.9139671,house,,118,4.0
Plantage Westermanlaan 22,52.3651941,4.9140583,house,,137,4.0
Plantage Westermanlaan 24,52.3652207,4.9140917,house,,137,4.0
Plantage Middenlaan 50 A1,52.3653643,4.9143008,house,,124,4.0
Plantage Middenlaan 50 A2,52.3653502,4.9143366,house,,116,4.0
Plantage Middenlaan 50 A3,52.3653362,4.9143778,house,,116,4.0
Plantage Middenlaan 50 A4,52.365321,4.9144154,house,,115,4.0
